gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
Maintained,Maintained,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
algorithm,Algorithm,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
programming language,Programming Language,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
web service,Web Service,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
version number,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.9077; levenshtein=0.5385; semantic=0.9414; sequence_match=0.7000,False,0.8497,True,selected
GIF,Software Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4722; levenshtein=0.0833; semantic=0.3960; sequence_match=0.1333,False,0.3339,False,top-3 avg score 0.3339 < final_threshold 0.6
PROcess,Collaborator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3175; levenshtein=0.0833; semantic=0.4724; sequence_match=0.2105,False,0.3335,False,top-3 avg score 0.3335 < final_threshold 0.6
Maintained,Help Resource,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3944; levenshtein=0.0000; semantic=0.5146; sequence_match=0.0909,False,0.3333,False,top-3 avg score 0.3333 < final_threshold 0.6
Free,XML Editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4500; levenshtein=0.1000; semantic=0.4060; sequence_match=0.1429,False,0.3329,False,top-3 avg score 0.3329 < final_threshold 0.6
data item,Web Service,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3167; levenshtein=0.1000; semantic=0.4595; sequence_match=0.2222,False,0.3328,False,top-3 avg score 0.3328 < final_threshold 0.6
web service,Data Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4000; levenshtein=0.0000; semantic=0.4984; sequence_match=0.1000,False,0.3328,False,top-3 avg score 0.3328 < final_threshold 0.6
version number,Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3923; levenshtein=0.0000; semantic=0.5182; sequence_match=0.0870,False,0.3325,False,top-3 avg score 0.3325 < final_threshold 0.6
GIF,Proprietary License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4630; levenshtein=0.0556; semantic=0.4386; sequence_match=0.0952,False,0.3323,False,top-3 avg score 0.3323 < final_threshold 0.6
Open source software license,Data Format Type,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4505; levenshtein=0.1600; semantic=0.3860; sequence_match=0.1538,False,0.3322,False,top-3 avg score 0.3322 < final_threshold 0.6
software developer organization,Unmaintained,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4023; levenshtein=0.1034; semantic=0.3971; sequence_match=0.1951,False,0.3315,False,top-3 avg score 0.3315 < final_threshold 0.6
GIF,Collaboration Request,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4611; levenshtein=0.0500; semantic=0.4440; sequence_match=0.0870,False,0.3307,False,top-3 avg score 0.3307 < final_threshold 0.6
PROcess,Data Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4143; levenshtein=0.1000; semantic=0.4582; sequence_match=0.1176,False,0.3301,False,top-3 avg score 0.3301 < final_threshold 0.6
CEL binary format,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4389; levenshtein=0.0667; semantic=0.4457; sequence_match=0.1053,False,0.3299,False,top-3 avg score 0.3299 < final_threshold 0.6
programming language,Feature,semantic+jaro_winkler+levenshtein,jaro_winkler=0.2970; levenshtein=0.1579; semantic=0.5346; sequence_match=0.1538,False,0.3298,False,top-3 avg score 0.3298 < final_threshold 0.6
Free,Platform,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1250; semantic=0.5310; sequence_match=0.3333,False,0.3298,False,top-3 avg score 0.3298 < final_threshold 0.6
software developer role,Algorithm,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3783; levenshtein=0.1429; semantic=0.4672; sequence_match=0.1333,False,0.3295,False,top-3 avg score 0.3295 < final_threshold 0.6
software developer role,Capability,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3698; levenshtein=0.0952; semantic=0.5191; sequence_match=0.0645,False,0.3281,False,top-3 avg score 0.3281 < final_threshold 0.6
Open source software license,Maintained,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3533; levenshtein=0.2000; semantic=0.4264; sequence_match=0.0571,False,0.3266,False,top-3 avg score 0.3266 < final_threshold 0.6
GIF,Community Development,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4611; levenshtein=0.0500; semantic=0.4284; sequence_match=0.0870,False,0.3255,False,top-3 avg score 0.3255 < final_threshold 0.6
Purchase cost,GIF Rendering,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4444; levenshtein=0.0833; semantic=0.3638; sequence_match=0.1667,False,0.325,False,top-3 avg score 0.3250 < final_threshold 0.6
GIF,License Permissiveness,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4603; levenshtein=0.0476; semantic=0.4298; sequence_match=0.0833,False,0.3245,False,top-3 avg score 0.3245 < final_threshold 0.6
algorithm,Help Access,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3074; levenshtein=0.1000; semantic=0.5585; sequence_match=0.1053,False,0.3237,False,top-3 avg score 0.3237 < final_threshold 0.6
text editing,Collaborator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3914; levenshtein=0.0000; semantic=0.4903; sequence_match=0.0870,False,0.3229,False,top-3 avg score 0.3229 < final_threshold 0.6
PROcess,XML Editing,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4143; levenshtein=0.0000; semantic=0.4355; sequence_match=0.1176,False,0.3225,False,top-3 avg score 0.3225 < final_threshold 0.6
PROcess,Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3286; levenshtein=0.1000; semantic=0.5179; sequence_match=0.1176,False,0.3214,False,top-3 avg score 0.3214 < final_threshold 0.6
Not Free,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2970; levenshtein=0.1053; semantic=0.5126; sequence_match=0.1538,False,0.3211,False,top-3 avg score 0.3211 < final_threshold 0.6
data format specification,Community Development,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4783; levenshtein=0.0870; semantic=0.3918; sequence_match=0.0930,False,0.321,False,top-3 avg score 0.3210 < final_threshold 0.6
Development status,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3725; levenshtein=0.0588; semantic=0.4947; sequence_match=0.0952,False,0.3208,False,top-3 avg score 0.3208 < final_threshold 0.6
Open source software license,Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3622; levenshtein=0.1600; semantic=0.3698; sequence_match=0.2286,False,0.3202,False,top-3 avg score 0.3202 < final_threshold 0.6
data item,Open Source,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4083; levenshtein=0.0000; semantic=0.4394; sequence_match=0.1111,False,0.3196,False,top-3 avg score 0.3196 < final_threshold 0.6
data item,Help Resource,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4028; levenshtein=0.0000; semantic=0.4536; sequence_match=0.1000,False,0.3188,False,top-3 avg score 0.3188 < final_threshold 0.6
software,XML Editing,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3167; levenshtein=0.0000; semantic=0.5270; sequence_match=0.1111,False,0.3183,False,top-3 avg score 0.3183 < final_threshold 0.6
file rendering,Data Usage For Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3526; levenshtein=0.1250; semantic=0.4623; sequence_match=0.1379,False,0.3176,False,top-3 avg score 0.3176 < final_threshold 0.6
software developer role,Maintenance Status,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3919; levenshtein=0.0952; semantic=0.4028; sequence_match=0.1579,False,0.3175,False,top-3 avg score 0.3175 < final_threshold 0.6
PROcess,Data Format Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3095; levenshtein=0.0714; semantic=0.4504; sequence_match=0.1905,False,0.3168,False,top-3 avg score 0.3168 < final_threshold 0.6
function,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1250; semantic=0.6500; sequence_match=0.1667,False,0.3139,False,top-3 avg score 0.3139 < final_threshold 0.6
Development status,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1176; semantic=0.5380; sequence_match=0.2857,False,0.3138,False,top-3 avg score 0.3138 < final_threshold 0.6
web service,Algorithm Usage Output,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3667; levenshtein=0.1000; semantic=0.4685; sequence_match=0.0667,False,0.3117,False,top-3 avg score 0.3117 < final_threshold 0.6
plain text file format,Web Service,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3749; levenshtein=0.1579; semantic=0.4017; sequence_match=0.1379,False,0.3115,False,top-3 avg score 0.3115 < final_threshold 0.6
PROcess,Data Usage For Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3036; levenshtein=0.1250; semantic=0.4440; sequence_match=0.1739,False,0.3072,False,top-3 avg score 0.3072 < final_threshold 0.6
licence,Collaborator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3175; levenshtein=0.0833; semantic=0.4953; sequence_match=0.1053,False,0.306,False,top-3 avg score 0.3060 < final_threshold 0.6
plain text file format,Tool,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3684; levenshtein=0.1053; semantic=0.4433; sequence_match=0.0870,False,0.3057,False,top-3 avg score 0.3057 < final_threshold 0.6
software developer role,XML Editing,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3698; levenshtein=0.0952; semantic=0.4159; sequence_match=0.1290,False,0.3049,False,top-3 avg score 0.3049 < final_threshold 0.6
Open source software license,XML Editing,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3622; levenshtein=0.1600; semantic=0.3907; sequence_match=0.1143,False,0.3043,False,top-3 avg score 0.3043 < final_threshold 0.6
Not Free,XML Editing,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3286; levenshtein=0.0000; semantic=0.4656; sequence_match=0.1176,False,0.3039,False,top-3 avg score 0.3039 < final_threshold 0.6
web service,Maintained,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3000; levenshtein=0.1000; semantic=0.5112; sequence_match=0.1000,False,0.3037,False,top-3 avg score 0.3037 < final_threshold 0.6
licence,Data Usage For Task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4018; levenshtein=0.0625; semantic=0.3993; sequence_match=0.0870,False,0.296,False,top-3 avg score 0.2960 < final_threshold 0.6
plain text file format,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3684; levenshtein=0.0526; semantic=0.4322; sequence_match=0.0870,False,0.2959,False,top-3 avg score 0.2959 < final_threshold 0.6
XML,Open Format,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1000; semantic=0.6322; sequence_match=0.1538,False,0.2953,False,top-3 avg score 0.2953 < final_threshold 0.6
PROcess,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1429; semantic=0.5503; sequence_match=0.1818,False,0.2917,False,top-3 avg score 0.2917 < final_threshold 0.6
XML,Data Format,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1000; semantic=0.6208; sequence_match=0.1538,False,0.2915,False,top-3 avg score 0.2915 < final_threshold 0.6
GIF,Software License Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4240; levenshtein=0.0526; semantic=0.3427; sequence_match=0.0909,False,0.2859,False,top-3 avg score 0.2859 < final_threshold 0.6
.csv,Proprietary License,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1111; semantic=0.5484; sequence_match=0.1905,False,0.2833,False,top-3 avg score 0.2833 < final_threshold 0.6
GIF,Version,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1429; semantic=0.4915; sequence_match=0.2000,False,0.2781,False,top-3 avg score 0.2781 < final_threshold 0.6
.csv,Maintenance Status,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1176; semantic=0.4787; sequence_match=0.2000,False,0.2655,False,top-3 avg score 0.2655 < final_threshold 0.6
XML,Proprietary Format,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0588; semantic=0.6231; sequence_match=0.1000,False,0.2606,False,top-3 avg score 0.2606 < final_threshold 0.6
licence,Tool,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5856; sequence_match=0.1818,False,0.2558,False,top-3 avg score 0.2558 < final_threshold 0.6
file rendering,Data,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0769; semantic=0.5463; sequence_match=0.1176,False,0.247,False,top-3 avg score 0.2470 < final_threshold 0.6
GIF,Web Service,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1000; semantic=0.4836; sequence_match=0.1538,False,0.2458,False,top-3 avg score 0.2458 < final_threshold 0.6
Free,Maintained,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1000; semantic=0.4920; sequence_match=0.1429,False,0.2449,False,top-3 avg score 0.2449 < final_threshold 0.6
Free,Unmaintained,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0833; semantic=0.5169; sequence_match=0.1250,False,0.2418,False,top-3 avg score 0.2418 < final_threshold 0.6
.csv,Algorithm Usage,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0714; semantic=0.5322; sequence_match=0.1176,False,0.2404,False,top-3 avg score 0.2404 < final_threshold 0.6
XML,Proprietary License,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0556; semantic=0.5473; sequence_match=0.0952,False,0.2327,False,top-3 avg score 0.2327 < final_threshold 0.6
.csv,Data,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6839; sequence_match=0.0000,False,0.228,False,top-3 avg score 0.2280 < final_threshold 0.6
Free,Collaborator,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0833; semantic=0.4709; sequence_match=0.1250,False,0.2264,False,top-3 avg score 0.2264 < final_threshold 0.6
Purchase cost,Tool,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0833; semantic=0.4650; sequence_match=0.1250,False,0.2244,False,top-3 avg score 0.2244 < final_threshold 0.6
XML,Web Service,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6660; sequence_match=0.0000,False,0.222,False,top-3 avg score 0.2220 < final_threshold 0.6
XML,Data,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6539; sequence_match=0.0000,False,0.218,False,top-3 avg score 0.2180 < final_threshold 0.6
XML,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6362; sequence_match=0.0000,False,0.2121,False,top-3 avg score 0.2121 < final_threshold 0.6
licence,Data Format Type,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0714; semantic=0.4667; sequence_match=0.0952,False,0.2111,False,top-3 avg score 0.2111 < final_threshold 0.6
.csv,Tool,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6297; sequence_match=0.0000,False,0.2099,False,top-3 avg score 0.2099 < final_threshold 0.6
.csv,Open Format,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6249; sequence_match=0.0000,False,0.2083,False,top-3 avg score 0.2083 < final_threshold 0.6
.csv,Data Format,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6138; sequence_match=0.0000,False,0.2046,False,top-3 avg score 0.2046 < final_threshold 0.6
.csv,Proprietary Format,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6117; sequence_match=0.0000,False,0.2039,False,top-3 avg score 0.2039 < final_threshold 0.6
Not Free,Capability,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4895; sequence_match=0.1176,False,0.2024,False,top-3 avg score 0.2024 < final_threshold 0.6
licence,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6025; sequence_match=0.0000,False,0.2008,False,top-3 avg score 0.2008 < final_threshold 0.6
.csv,Programming Language,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6009; sequence_match=0.0000,False,0.2003,False,top-3 avg score 0.2003 < final_threshold 0.6
.csv,Algorithm,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5920; sequence_match=0.0000,False,0.1973,False,top-3 avg score 0.1973 < final_threshold 0.6
XML,Open Source,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5895; sequence_match=0.0000,False,0.1965,False,top-3 avg score 0.1965 < final_threshold 0.6
XML,Feature,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5814; sequence_match=0.0000,False,0.1938,False,top-3 avg score 0.1938 < final_threshold 0.6
XML,Version,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5807; sequence_match=0.0000,False,0.1936,False,top-3 avg score 0.1936 < final_threshold 0.6
Free,Tool,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5802; sequence_match=0.0000,False,0.1934,False,top-3 avg score 0.1934 < final_threshold 0.6
GIF,Tool,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5738; sequence_match=0.0000,False,0.1913,False,top-3 avg score 0.1913 < final_threshold 0.6
GIF,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5732; sequence_match=0.0000,False,0.1911,False,top-3 avg score 0.1911 < final_threshold 0.6
web service,Data,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5732; sequence_match=0.0000,False,0.1911,False,top-3 avg score 0.1911 < final_threshold 0.6
version number,Data,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5707; sequence_match=0.0000,False,0.1902,False,top-3 avg score 0.1902 < final_threshold 0.6
web service,Tool,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5666; sequence_match=0.0000,False,0.1889,False,top-3 avg score 0.1889 < final_threshold 0.6
PROcess,Data,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5641; sequence_match=0.0000,False,0.188,False,top-3 avg score 0.1880 < final_threshold 0.6
Free,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5605; sequence_match=0.0000,False,0.1868,False,top-3 avg score 0.1868 < final_threshold 0.6
