prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,hasPolicy,has policy,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,obligation,has obligation,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8231; levenshtein=0.7692; semantic=0.9503; sequence_match=0.8696,False,0.881,True,selected
ObjectProperty,operand,has failure rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3095; levenshtein=0.1429; semantic=0.4758; sequence_match=0.1905,False,0.3253,False,top-3 avg score 0.3253 < final_threshold 0.7
ObjectProperty,andSequence,is operator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4495; levenshtein=0.0833; semantic=0.4375; sequence_match=0.0870,False,0.3247,False,top-3 avg score 0.3247 < final_threshold 0.7
ObjectProperty,Only One,is failure rule of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4730; levenshtein=0.1333; semantic=0.3675; sequence_match=0.0909,False,0.3246,False,top-3 avg score 0.3246 < final_threshold 0.7
ObjectProperty,partOf,is exclusive permission of,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1739; semantic=0.5236; sequence_match=0.2759,False,0.3245,False,top-3 avg score 0.3245 < final_threshold 0.7
ObjectProperty,and,has failure rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4683; levenshtein=0.0714; semantic=0.3870; sequence_match=0.1176,False,0.3243,False,top-3 avg score 0.3243 < final_threshold 0.7
ObjectProperty,assignee,is policy of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3167; levenshtein=0.2000; semantic=0.4334; sequence_match=0.2222,False,0.3241,False,top-3 avg score 0.3241 < final_threshold 0.7
ObjectProperty,Only One,has requirement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4048; levenshtein=0.0714; semantic=0.4697; sequence_match=0.0952,False,0.3232,False,top-3 avg score 0.3232 < final_threshold 0.7
ObjectProperty,obligation,is inherited by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3991; levenshtein=0.0769; semantic=0.4755; sequence_match=0.0870,False,0.3205,False,top-3 avg score 0.3205 < final_threshold 0.7
ObjectProperty,remedy,is prohibition of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4111; levenshtein=0.0667; semantic=0.4514; sequence_match=0.0952,False,0.3192,False,top-3 avg score 0.3192 < final_threshold 0.7
ObjectProperty,target,is sequence of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.0833; semantic=0.4299; sequence_match=0.1111,False,0.3192,False,top-3 avg score 0.3192 < final_threshold 0.7
ObjectProperty,assigner,is duty of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3333; levenshtein=0.1250; semantic=0.4974; sequence_match=0.1250,False,0.3186,False,top-3 avg score 0.3186 < final_threshold 0.7
ObjectProperty,target,is condition of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4145; levenshtein=0.0769; semantic=0.4358; sequence_match=0.1053,False,0.3185,False,top-3 avg score 0.3185 < final_threshold 0.7
ObjectProperty,prohibition,has remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3013; levenshtein=0.0000; semantic=0.5540; sequence_match=0.1000,False,0.3185,False,top-3 avg score 0.3185 < final_threshold 0.7
ObjectProperty,obligation,has failure rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3937; levenshtein=0.0714; semantic=0.4748; sequence_match=0.0833,False,0.3173,False,top-3 avg score 0.3173 < final_threshold 0.7
ObjectProperty,failure,is permission of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4365; levenshtein=0.0714; semantic=0.4196; sequence_match=0.0952,False,0.3171,False,top-3 avg score 0.3171 < final_threshold 0.7
ObjectProperty,operand,is rule of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3452; levenshtein=0.0000; semantic=0.4725; sequence_match=0.1333,False,0.317,False,top-3 avg score 0.3170 < final_threshold 0.7
ObjectProperty,consequence,is prohibition of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3798; levenshtein=0.1333; semantic=0.4175; sequence_match=0.1538,False,0.317,False,top-3 avg score 0.3170 < final_threshold 0.7
ObjectProperty,failure,is consequence duty of,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4177; levenshtein=0.1053; semantic=0.4254; sequence_match=0.0769,False,0.3161,False,top-3 avg score 0.3161 < final_threshold 0.7
ObjectProperty,consequence,has party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4053; levenshtein=0.0909; semantic=0.4370; sequence_match=0.1053,False,0.3159,False,top-3 avg score 0.3159 < final_threshold 0.7
ObjectProperty,assigner,is policy of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3167; levenshtein=0.2000; semantic=0.4076; sequence_match=0.2222,False,0.3155,False,top-3 avg score 0.3155 < final_threshold 0.7
ObjectProperty,remedy,is policy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4222; levenshtein=0.1000; semantic=0.3983; sequence_match=0.1250,False,0.3152,False,top-3 avg score 0.3152 < final_threshold 0.7
ObjectProperty,obligation,is sequence of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4056; levenshtein=0.0833; semantic=0.4486; sequence_match=0.0909,False,0.315,False,top-3 avg score 0.3150 < final_threshold 0.7
ObjectProperty,Only One,is exclusive permission of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2909; levenshtein=0.1304; semantic=0.4538; sequence_match=0.2000,False,0.3149,False,top-3 avg score 0.3149 < final_threshold 0.7
ObjectProperty,implies,has consequence duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2989; levenshtein=0.0556; semantic=0.5658; sequence_match=0.0800,False,0.3149,False,top-3 avg score 0.3149 < final_threshold 0.7
ObjectProperty,target,is consequence duty of,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4064; levenshtein=0.1053; semantic=0.4308; sequence_match=0.0800,False,0.3142,False,top-3 avg score 0.3142 < final_threshold 0.7
ObjectProperty,Only One,has exclusive permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2922; levenshtein=0.0909; semantic=0.5091; sequence_match=0.1379,False,0.3131,False,top-3 avg score 0.3131 < final_threshold 0.7
ObjectProperty,consequence,is operator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.3965; levenshtein=0.0833; semantic=0.3668; sequence_match=0.1739,False,0.3124,False,top-3 avg score 0.3124 < final_threshold 0.7
ObjectProperty,operand,has policy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3360; levenshtein=0.1111; semantic=0.4753; sequence_match=0.1250,False,0.3121,False,top-3 avg score 0.3121 < final_threshold 0.7
ObjectProperty,and,is failure rule of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4667; levenshtein=0.0667; semantic=0.3540; sequence_match=0.1111,False,0.3106,False,top-3 avg score 0.3106 < final_threshold 0.7
ObjectProperty,duty,has rule,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1429; semantic=0.6041; sequence_match=0.1818,False,0.3096,False,top-3 avg score 0.3096 < final_threshold 0.7
ObjectProperty,duty,is conflict resolution strategy of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3556; levenshtein=0.1000; semantic=0.3958; sequence_match=0.1765,False,0.3093,False,top-3 avg score 0.3093 < final_threshold 0.7
ObjectProperty,andSequence,is conflict resolution strategy of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4152; levenshtein=0.1667; semantic=0.3459; sequence_match=0.0976,False,0.3093,False,top-3 avg score 0.3093 < final_threshold 0.7
ObjectProperty,consequence,is party of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4007; levenshtein=0.0909; semantic=0.4258; sequence_match=0.1000,False,0.3088,False,top-3 avg score 0.3088 < final_threshold 0.7
ObjectProperty,assignee,is prohibition of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2944; levenshtein=0.2000; semantic=0.3687; sequence_match=0.2609,False,0.308,False,top-3 avg score 0.3080 < final_threshold 0.7
ObjectProperty,constraint,is sequence of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2889; levenshtein=0.0833; semantic=0.4517; sequence_match=0.1818,False,0.3075,False,top-3 avg score 0.3075 < final_threshold 0.7
ObjectProperty,target,is exclusive permission of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4034; levenshtein=0.0435; semantic=0.4450; sequence_match=0.0690,False,0.3058,False,top-3 avg score 0.3058 < final_threshold 0.7
ObjectProperty,hasPolicy,is requirement of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2852; levenshtein=0.0667; semantic=0.4647; sequence_match=0.1667,False,0.3055,False,top-3 avg score 0.3055 < final_threshold 0.7
ObjectProperty,operator,has sequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3106; levenshtein=0.0909; semantic=0.4974; sequence_match=0.1053,False,0.3044,False,top-3 avg score 0.3044 < final_threshold 0.7
ObjectProperty,implies,has sequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3225; levenshtein=0.0909; semantic=0.4777; sequence_match=0.1111,False,0.3038,False,top-3 avg score 0.3038 < final_threshold 0.7
ObjectProperty,function,has policy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3241; levenshtein=0.1111; semantic=0.4671; sequence_match=0.1176,False,0.3029,False,top-3 avg score 0.3029 < final_threshold 0.7
ObjectProperty,duty,has obligation,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0769; semantic=0.7140; sequence_match=0.1176,False,0.3029,False,top-3 avg score 0.3029 < final_threshold 0.7
ObjectProperty,duty,is inherited by,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1538; semantic=0.5153; sequence_match=0.2353,False,0.3015,False,top-3 avg score 0.3015 < final_threshold 0.7
ObjectProperty,or,has party,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1250; semantic=0.5617; sequence_match=0.2000,False,0.2956,False,top-3 avg score 0.2956 < final_threshold 0.7
ObjectProperty,target,is permission of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3254; levenshtein=0.0714; semantic=0.4572; sequence_match=0.1000,False,0.2942,False,top-3 avg score 0.2942 < final_threshold 0.7
ObjectProperty,andSequence,is prohibition of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4384; levenshtein=0.0667; semantic=0.3605; sequence_match=0.0769,False,0.292,False,top-3 avg score 0.2920 < final_threshold 0.7
ObjectProperty,partOf,is sequence of,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1667; semantic=0.4844; sequence_match=0.2222,False,0.2911,False,top-3 avg score 0.2911 < final_threshold 0.7
ObjectProperty,prohibition,is sequence of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.3965; levenshtein=0.0833; semantic=0.3882; sequence_match=0.0870,False,0.2905,False,top-3 avg score 0.2905 < final_threshold 0.7
ObjectProperty,Only One,is sequence of,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3175; levenshtein=0.1667; semantic=0.3860; sequence_match=0.1053,False,0.2901,False,top-3 avg score 0.2901 < final_threshold 0.7
ObjectProperty,remedy,is operator of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3333; levenshtein=0.0833; semantic=0.4229; sequence_match=0.1111,False,0.2891,False,top-3 avg score 0.2891 < final_threshold 0.7
ObjectProperty,leftOperand,has policy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3013; levenshtein=0.0909; semantic=0.4584; sequence_match=0.1000,False,0.2866,False,top-3 avg score 0.2866 < final_threshold 0.7
ObjectProperty,operand,is policy of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3286; levenshtein=0.1000; semantic=0.4078; sequence_match=0.1176,False,0.2847,False,top-3 avg score 0.2847 < final_threshold 0.7
ObjectProperty,duty,has policy,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1111; semantic=0.5863; sequence_match=0.1538,False,0.2837,False,top-3 avg score 0.2837 < final_threshold 0.7
ObjectProperty,or,is duty of,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1250; semantic=0.5257; sequence_match=0.2000,False,0.2836,False,top-3 avg score 0.2836 < final_threshold 0.7
ObjectProperty,operand,has duty,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5627; sequence_match=0.2857,False,0.2828,False,top-3 avg score 0.2828 < final_threshold 0.7
ObjectProperty,and,is conflict resolution strategy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4556; levenshtein=0.0333; semantic=0.3235; sequence_match=0.0606,False,0.2799,False,top-3 avg score 0.2799 < final_threshold 0.7
ObjectProperty,andSequence,is party of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3013; levenshtein=0.0909; semantic=0.4193; sequence_match=0.1000,False,0.2735,False,top-3 avg score 0.2735 < final_threshold 0.7
ObjectProperty,or,has policy,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1111; semantic=0.5228; sequence_match=0.1818,False,0.2719,False,top-3 avg score 0.2719 < final_threshold 0.7
ObjectProperty,Only One,is requirement of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3063; levenshtein=0.0667; semantic=0.4165; sequence_match=0.0909,False,0.2712,False,top-3 avg score 0.2712 < final_threshold 0.7
ObjectProperty,remedy,has role,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4931; sequence_match=0.3077,False,0.2669,False,top-3 avg score 0.2669 < final_threshold 0.7
ObjectProperty,duty,has operator,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0909; semantic=0.5693; sequence_match=0.1333,False,0.2645,False,top-3 avg score 0.2645 < final_threshold 0.7
ObjectProperty,remedy,has rule,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4730; sequence_match=0.3077,False,0.2602,False,top-3 avg score 0.2602 < final_threshold 0.7
ObjectProperty,duty,has prohibition,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0714; semantic=0.5979; sequence_match=0.1111,False,0.2601,False,top-3 avg score 0.2601 < final_threshold 0.7
ObjectProperty,and,is obligation of,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1429; semantic=0.3855; sequence_match=0.2353,False,0.2545,False,top-3 avg score 0.2545 < final_threshold 0.7
ObjectProperty,duty,has inheritance,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0714; semantic=0.5758; sequence_match=0.1111,False,0.2528,False,top-3 avg score 0.2528 < final_threshold 0.7
ObjectProperty,duty,has sequence,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0909; semantic=0.5012; sequence_match=0.1333,False,0.2418,False,top-3 avg score 0.2418 < final_threshold 0.7
ObjectProperty,conflict,is remedy of,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4898; sequence_match=0.2222,False,0.2373,False,top-3 avg score 0.2373 < final_threshold 0.7
ObjectProperty,duty,is prohibition of,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0667; semantic=0.5395; sequence_match=0.1053,False,0.2371,False,top-3 avg score 0.2371 < final_threshold 0.7
ObjectProperty,remedy,has constraint set,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0625; semantic=0.4657; sequence_match=0.1818,False,0.2367,False,top-3 avg score 0.2367 < final_threshold 0.7
ObjectProperty,implies,has duty,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5513; sequence_match=0.1429,False,0.2314,False,top-3 avg score 0.2314 < final_threshold 0.7
ObjectProperty,or,is sequence of,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0833; semantic=0.4590; sequence_match=0.1429,False,0.2284,False,top-3 avg score 0.2284 < final_threshold 0.7
ObjectProperty,or,has failure rule,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0714; semantic=0.4803; sequence_match=0.1250,False,0.2256,False,top-3 avg score 0.2256 < final_threshold 0.7
ObjectProperty,duty,has logical constraint,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0500; semantic=0.5382; sequence_match=0.0833,False,0.2238,False,top-3 avg score 0.2238 < final_threshold 0.7
ObjectProperty,and,is operator of,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0833; semantic=0.4529; sequence_match=0.1333,False,0.2232,False,top-3 avg score 0.2232 < final_threshold 0.7
ObjectProperty,and,is sequence of,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0833; semantic=0.4328; sequence_match=0.1333,False,0.2165,False,top-3 avg score 0.2165 < final_threshold 0.7
ObjectProperty,remedy,is constraint of,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0714; semantic=0.4730; sequence_match=0.1000,False,0.2148,False,top-3 avg score 0.2148 < final_threshold 0.7
ObjectProperty,duty,is logical constraint of,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0476; semantic=0.5148; sequence_match=0.0800,False,0.2141,False,top-3 avg score 0.2141 < final_threshold 0.7
ObjectProperty,remedy,is container of,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0769; semantic=0.4562; sequence_match=0.1053,False,0.2128,False,top-3 avg score 0.2128 < final_threshold 0.7
ObjectProperty,or,has exclusive permission,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0455; semantic=0.5093; sequence_match=0.0833,False,0.2127,False,top-3 avg score 0.2127 < final_threshold 0.7
ObjectProperty,remedy,has constraint,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5302; sequence_match=0.1053,False,0.2118,False,top-3 avg score 0.2118 < final_threshold 0.7
ObjectProperty,operand,is duty of,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4984; sequence_match=0.1333,False,0.2106,False,top-3 avg score 0.2106 < final_threshold 0.7
ObjectProperty,and,is permission of,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0714; semantic=0.4425; sequence_match=0.1176,False,0.2105,False,top-3 avg score 0.2105 < final_threshold 0.7
ObjectProperty,Only One,has duty,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4833; sequence_match=0.1429,False,0.2087,False,top-3 avg score 0.2087 < final_threshold 0.7
ObjectProperty,and,is requirement of,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0667; semantic=0.4467; sequence_match=0.1111,False,0.2081,False,top-3 avg score 0.2081 < final_threshold 0.7
