gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
Maintained,Maintained,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
algorithm,Algorithm,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
programming language,Programming Language,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
web service,Web Service,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
licence,License,jaro_winkler+semantic+levenshtein,jaro_winkler=0.9429; levenshtein=0.8571; semantic=0.9174; sequence_match=0.8571,False,0.9058,True,selected
Open source software license,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4300; levenshtein=0.0800; semantic=0.4383; sequence_match=0.1379,False,0.3354,False,top-3 avg score 0.3354 < final_threshold 0.6
function,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3452; levenshtein=0.1250; semantic=0.5271; sequence_match=0.1333,False,0.3352,False,top-3 avg score 0.3352 < final_threshold 0.6
Maintained,Download Source,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3952; levenshtein=0.1429; semantic=0.4421; sequence_match=0.1667,False,0.3347,False,top-3 avg score 0.3347 < final_threshold 0.6
application programming interface,Task,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3548; levenshtein=0.0645; semantic=0.5836; sequence_match=0.0571,False,0.3343,False,top-3 avg score 0.3343 < final_threshold 0.6
Open source software license,Task,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4300; levenshtein=0.1200; semantic=0.4520; sequence_match=0.0690,False,0.334,False,top-3 avg score 0.3340 < final_threshold 0.6
GIF,Software Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4722; levenshtein=0.0833; semantic=0.3960; sequence_match=0.1333,False,0.3339,False,top-3 avg score 0.3339 < final_threshold 0.6
software developer role,Algorithm Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4127; levenshtein=0.0476; semantic=0.3970; sequence_match=0.1905,False,0.3334,False,top-3 avg score 0.3334 < final_threshold 0.6
Maintained,Help Resource,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3944; levenshtein=0.0000; semantic=0.5146; sequence_match=0.0909,False,0.3333,False,top-3 avg score 0.3333 < final_threshold 0.6
Free,XML Editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4500; levenshtein=0.1000; semantic=0.4060; sequence_match=0.1429,False,0.3329,False,top-3 avg score 0.3329 < final_threshold 0.6
PROcess,Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3730; levenshtein=0.1429; semantic=0.4718; sequence_match=0.1538,False,0.3329,False,top-3 avg score 0.3329 < final_threshold 0.6
data item,Web Service,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3167; levenshtein=0.1000; semantic=0.4595; sequence_match=0.2222,False,0.3328,False,top-3 avg score 0.3328 < final_threshold 0.6
version number,Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3923; levenshtein=0.0000; semantic=0.5182; sequence_match=0.0870,False,0.3325,False,top-3 avg score 0.3325 < final_threshold 0.6
licence,Export Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3036; levenshtein=0.0625; semantic=0.5183; sequence_match=0.1739,False,0.3319,False,top-3 avg score 0.3319 < final_threshold 0.6
CEL binary format,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4389; levenshtein=0.0667; semantic=0.4457; sequence_match=0.1053,False,0.3299,False,top-3 avg score 0.3299 < final_threshold 0.6
Free,Platform,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1250; semantic=0.5310; sequence_match=0.3333,False,0.3298,False,top-3 avg score 0.3298 < final_threshold 0.6
software developer role,Algorithm,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3783; levenshtein=0.1429; semantic=0.4672; sequence_match=0.1333,False,0.3295,False,top-3 avg score 0.3295 < final_threshold 0.6
software developer role,Capability,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3698; levenshtein=0.0952; semantic=0.5191; sequence_match=0.0645,False,0.3281,False,top-3 avg score 0.3281 < final_threshold 0.6
software,Valid Input,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4083; levenshtein=0.0000; semantic=0.4623; sequence_match=0.1111,False,0.3272,False,top-3 avg score 0.3272 < final_threshold 0.6
data format specification,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2909; levenshtein=0.0870; semantic=0.4902; sequence_match=0.2000,False,0.327,False,top-3 avg score 0.3270 < final_threshold 0.6
Open source software license,Maintained,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3533; levenshtein=0.2000; semantic=0.4264; sequence_match=0.0571,False,0.3266,False,top-3 avg score 0.3266 < final_threshold 0.6
GIF,Community Development,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4611; levenshtein=0.0500; semantic=0.4284; sequence_match=0.0870,False,0.3255,False,top-3 avg score 0.3255 < final_threshold 0.6
PROcess,XML Editing,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4143; levenshtein=0.0000; semantic=0.4355; sequence_match=0.1176,False,0.3225,False,top-3 avg score 0.3225 < final_threshold 0.6
PROcess,Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3286; levenshtein=0.1000; semantic=0.5179; sequence_match=0.1176,False,0.3214,False,top-3 avg score 0.3214 < final_threshold 0.6
Not Free,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2970; levenshtein=0.1053; semantic=0.5126; sequence_match=0.1538,False,0.3211,False,top-3 avg score 0.3211 < final_threshold 0.6
data format specification,Community Development,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4783; levenshtein=0.0870; semantic=0.3918; sequence_match=0.0930,False,0.321,False,top-3 avg score 0.3210 < final_threshold 0.6
Development status,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3725; levenshtein=0.0588; semantic=0.4947; sequence_match=0.0952,False,0.3208,False,top-3 avg score 0.3208 < final_threshold 0.6
text editing,Download Source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4416; levenshtein=0.0714; semantic=0.4401; sequence_match=0.0800,False,0.3206,False,top-3 avg score 0.3206 < final_threshold 0.6
Open source software license,Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3622; levenshtein=0.1600; semantic=0.3698; sequence_match=0.2286,False,0.3202,False,top-3 avg score 0.3202 < final_threshold 0.6
data item,Help Resource,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4028; levenshtein=0.0000; semantic=0.4536; sequence_match=0.1000,False,0.3188,False,top-3 avg score 0.3188 < final_threshold 0.6
software,XML Editing,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3167; levenshtein=0.0000; semantic=0.5270; sequence_match=0.1111,False,0.3183,False,top-3 avg score 0.3183 < final_threshold 0.6
software developer organization,Cel File,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4031; levenshtein=0.1034; semantic=0.3838; sequence_match=0.1667,False,0.3179,False,top-3 avg score 0.3179 < final_threshold 0.6
software developer role,Maintenance Status,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3919; levenshtein=0.0952; semantic=0.4028; sequence_match=0.1579,False,0.3175,False,top-3 avg score 0.3175 < final_threshold 0.6
data item,Open Source Development,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3909; levenshtein=0.0952; semantic=0.4190; sequence_match=0.1379,False,0.3159,False,top-3 avg score 0.3159 < final_threshold 0.6
Free,Algorithm Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4325; levenshtein=0.0476; semantic=0.4306; sequence_match=0.0800,False,0.3144,False,top-3 avg score 0.3144 < final_threshold 0.6
function,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1250; semantic=0.6500; sequence_match=0.1667,False,0.3139,False,top-3 avg score 0.3139 < final_threshold 0.6
Development status,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1176; semantic=0.5380; sequence_match=0.2857,False,0.3138,False,top-3 avg score 0.3138 < final_threshold 0.6
plain text file format,Web Service,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3749; levenshtein=0.1579; semantic=0.4017; sequence_match=0.1379,False,0.3115,False,top-3 avg score 0.3115 < final_threshold 0.6
function,Download Source,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2976; levenshtein=0.1429; semantic=0.4441; sequence_match=0.1818,False,0.3079,False,top-3 avg score 0.3079 < final_threshold 0.6
plain text file format,Tool,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3684; levenshtein=0.1053; semantic=0.4433; sequence_match=0.0870,False,0.3057,False,top-3 avg score 0.3057 < final_threshold 0.6
software developer role,XML Editing,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3698; levenshtein=0.0952; semantic=0.4159; sequence_match=0.1290,False,0.3049,False,top-3 avg score 0.3049 < final_threshold 0.6
Free,Export Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3750; levenshtein=0.0625; semantic=0.4389; sequence_match=0.1000,False,0.3046,False,top-3 avg score 0.3046 < final_threshold 0.6
Open source software license,XML Editing,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3622; levenshtein=0.1600; semantic=0.3907; sequence_match=0.1143,False,0.3043,False,top-3 avg score 0.3043 < final_threshold 0.6
Not Free,XML Editing,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3286; levenshtein=0.0000; semantic=0.4656; sequence_match=0.1176,False,0.3039,False,top-3 avg score 0.3039 < final_threshold 0.6
web service,Maintained,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3000; levenshtein=0.1000; semantic=0.5112; sequence_match=0.1000,False,0.3037,False,top-3 avg score 0.3037 < final_threshold 0.6
Free,Download Source,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1429; semantic=0.5319; sequence_match=0.2222,False,0.299,False,top-3 avg score 0.2990 < final_threshold 0.6
plain text file format,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3684; levenshtein=0.0526; semantic=0.4322; sequence_match=0.0870,False,0.2959,False,top-3 avg score 0.2959 < final_threshold 0.6
XML,Open Format,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1000; semantic=0.6322; sequence_match=0.1538,False,0.2953,False,top-3 avg score 0.2953 < final_threshold 0.6
XML,Data Export,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1000; semantic=0.6304; sequence_match=0.1538,False,0.2948,False,top-3 avg score 0.2948 < final_threshold 0.6
PROcess,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1429; semantic=0.5503; sequence_match=0.1818,False,0.2917,False,top-3 avg score 0.2917 < final_threshold 0.6
software developer role,Valid Input,jaro_winkler+semantic+levenshtein,jaro_winkler=0.3635; levenshtein=0.1429; semantic=0.3604; sequence_match=0.0645,False,0.2889,False,top-3 avg score 0.2889 < final_threshold 0.6
GIF,Version,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1429; semantic=0.4915; sequence_match=0.2000,False,0.2781,False,top-3 avg score 0.2781 < final_threshold 0.6
data item,Open Source License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2892; levenshtein=0.1176; semantic=0.3726; sequence_match=0.1600,False,0.2739,False,top-3 avg score 0.2739 < final_threshold 0.6
.csv,Maintenance Status,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1176; semantic=0.4787; sequence_match=0.2000,False,0.2655,False,top-3 avg score 0.2655 < final_threshold 0.6
.csv,Download Source,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0714; semantic=0.5954; sequence_match=0.1176,False,0.2615,False,top-3 avg score 0.2615 < final_threshold 0.6
XML,Proprietary Format,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0588; semantic=0.6231; sequence_match=0.1000,False,0.2606,False,top-3 avg score 0.2606 < final_threshold 0.6
licence,Tool,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5856; sequence_match=0.1818,False,0.2558,False,top-3 avg score 0.2558 < final_threshold 0.6
XML,Requirement,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0909; semantic=0.5090; sequence_match=0.1429,False,0.2476,False,top-3 avg score 0.2476 < final_threshold 0.6
file rendering,Data,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0769; semantic=0.5463; sequence_match=0.1176,False,0.247,False,top-3 avg score 0.2470 < final_threshold 0.6
GIF,Web Service,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1000; semantic=0.4836; sequence_match=0.1538,False,0.2458,False,top-3 avg score 0.2458 < final_threshold 0.6
GIF,Documentation,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0769; semantic=0.5351; sequence_match=0.1250,False,0.2457,False,top-3 avg score 0.2457 < final_threshold 0.6
Free,Maintained,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1000; semantic=0.4920; sequence_match=0.1429,False,0.2449,False,top-3 avg score 0.2449 < final_threshold 0.6
Not Free,Valid Input,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4966; sequence_match=0.2353,False,0.244,False,top-3 avg score 0.2440 < final_threshold 0.6
XML,Open Source Development,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0476; semantic=0.5636; sequence_match=0.0833,False,0.2315,False,top-3 avg score 0.2315 < final_threshold 0.6
.csv,Data Export,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6888; sequence_match=0.0000,False,0.2296,False,top-3 avg score 0.2296 < final_threshold 0.6
.csv,Data,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6839; sequence_match=0.0000,False,0.228,False,top-3 avg score 0.2280 < final_threshold 0.6
Purchase cost,Tool,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0833; semantic=0.4650; sequence_match=0.1250,False,0.2244,False,top-3 avg score 0.2244 < final_threshold 0.6
XML,Web Service,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6660; sequence_match=0.0000,False,0.222,False,top-3 avg score 0.2220 < final_threshold 0.6
.csv,Algorithm Modification,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0476; semantic=0.5349; sequence_match=0.0833,False,0.222,False,top-3 avg score 0.2220 < final_threshold 0.6
XML,Open Source License,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0588; semantic=0.4951; sequence_match=0.1000,False,0.218,False,top-3 avg score 0.2180 < final_threshold 0.6
XML,Data,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6539; sequence_match=0.0000,False,0.218,False,top-3 avg score 0.2180 < final_threshold 0.6
XML,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6362; sequence_match=0.0000,False,0.2121,False,top-3 avg score 0.2121 < final_threshold 0.6
.csv,Tool,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6297; sequence_match=0.0000,False,0.2099,False,top-3 avg score 0.2099 < final_threshold 0.6
.csv,Open Format,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6249; sequence_match=0.0000,False,0.2083,False,top-3 avg score 0.2083 < final_threshold 0.6
.csv,Format,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6156; sequence_match=0.0000,False,0.2052,False,top-3 avg score 0.2052 < final_threshold 0.6
GIF,Export Capability,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0625; semantic=0.4440; sequence_match=0.1053,False,0.2039,False,top-3 avg score 0.2039 < final_threshold 0.6
.csv,Proprietary Format,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6117; sequence_match=0.0000,False,0.2039,False,top-3 avg score 0.2039 < final_threshold 0.6
Not Free,Capability,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4895; sequence_match=0.1176,False,0.2024,False,top-3 avg score 0.2024 < final_threshold 0.6
licence,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6025; sequence_match=0.0000,False,0.2008,False,top-3 avg score 0.2008 < final_threshold 0.6
.csv,Programming Language,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6009; sequence_match=0.0000,False,0.2003,False,top-3 avg score 0.2003 < final_threshold 0.6
PROcess,Valid Input,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4760; sequence_match=0.1176,False,0.1979,False,top-3 avg score 0.1979 < final_threshold 0.6
.csv,Algorithm,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5920; sequence_match=0.0000,False,0.1973,False,top-3 avg score 0.1973 < final_threshold 0.6
XML,Version,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5807; sequence_match=0.0000,False,0.1936,False,top-3 avg score 0.1936 < final_threshold 0.6
Free,Tool,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5802; sequence_match=0.0000,False,0.1934,False,top-3 avg score 0.1934 < final_threshold 0.6
GIF,Tool,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5738; sequence_match=0.0000,False,0.1913,False,top-3 avg score 0.1913 < final_threshold 0.6
GIF,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5732; sequence_match=0.0000,False,0.1911,False,top-3 avg score 0.1911 < final_threshold 0.6
web service,Data,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5732; sequence_match=0.0000,False,0.1911,False,top-3 avg score 0.1911 < final_threshold 0.6
version number,Data,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5707; sequence_match=0.0000,False,0.1902,False,top-3 avg score 0.1902 < final_threshold 0.6
web service,Tool,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5666; sequence_match=0.0000,False,0.1889,False,top-3 avg score 0.1889 < final_threshold 0.6
PROcess,Data,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5641; sequence_match=0.0000,False,0.188,False,top-3 avg score 0.1880 < final_threshold 0.6
