gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
Free,Free,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
algorithm,Algorithm,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
programming language,Programming Language,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
web service,Web Service,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Not Free,Non-Free,semantic+jaro_winkler+levenshtein,jaro_winkler=0.9238; levenshtein=0.8571; semantic=0.9493; sequence_match=0.8571,False,0.9101,True,selected
PROcess,Data Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4143; levenshtein=0.1000; semantic=0.4582; sequence_match=0.1176,False,0.3301,False,top-3 avg score 0.3301 < final_threshold 0.6
CEL binary format,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4389; levenshtein=0.0667; semantic=0.4457; sequence_match=0.1053,False,0.3299,False,top-3 avg score 0.3299 < final_threshold 0.6
programming language,Feature,semantic+jaro_winkler+levenshtein,jaro_winkler=0.2970; levenshtein=0.1579; semantic=0.5346; sequence_match=0.1538,False,0.3298,False,top-3 avg score 0.3298 < final_threshold 0.6
Free,Platform,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1250; semantic=0.5310; sequence_match=0.3333,False,0.3298,False,top-3 avg score 0.3298 < final_threshold 0.6
software,Valid Input Specification,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4746; levenshtein=0.1304; semantic=0.3835; sequence_match=0.1290,False,0.3295,False,top-3 avg score 0.3295 < final_threshold 0.6
software developer role,Algorithm,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3783; levenshtein=0.1429; semantic=0.4672; sequence_match=0.1333,False,0.3295,False,top-3 avg score 0.3295 < final_threshold 0.6
GIF,Valid Input Specification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4589; levenshtein=0.0870; semantic=0.3755; sequence_match=0.1538,False,0.3294,False,top-3 avg score 0.3294 < final_threshold 0.6
data item,Non-Free,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.1250; semantic=0.4313; sequence_match=0.1333,False,0.3291,False,top-3 avg score 0.3291 < final_threshold 0.6
function,Proprietary Data Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3948; levenshtein=0.0952; semantic=0.4515; sequence_match=0.1379,False,0.3281,False,top-3 avg score 0.3281 < final_threshold 0.6
GIF,Software License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4667; levenshtein=0.0667; semantic=0.4056; sequence_match=0.1111,False,0.3278,False,top-3 avg score 0.3278 < final_threshold 0.6
Free,Tool Version Export,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3725; levenshtein=0.1176; semantic=0.4178; sequence_match=0.1905,False,0.3269,False,top-3 avg score 0.3269 < final_threshold 0.6
CEL binary format,Data Tool Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4415; levenshtein=0.0667; semantic=0.3961; sequence_match=0.1429,False,0.3268,False,top-3 avg score 0.3268 < final_threshold 0.6
file rendering,Data Tool Usage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3761; levenshtein=0.0000; semantic=0.4471; sequence_match=0.1538,False,0.3257,False,top-3 avg score 0.3257 < final_threshold 0.6
PROcess,TXT Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4180; levenshtein=0.1111; semantic=0.4336; sequence_match=0.1250,False,0.3255,False,top-3 avg score 0.3255 < final_threshold 0.6
Purchase cost,Tool Version Export,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4369; levenshtein=0.2353; semantic=0.3033; sequence_match=0.2069,False,0.3252,False,top-3 avg score 0.3252 < final_threshold 0.6
web service,Proprietary Data Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3698; levenshtein=0.0952; semantic=0.4766; sequence_match=0.1290,False,0.3252,False,top-3 avg score 0.3252 < final_threshold 0.6
file rendering,Valid Input Specification,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4075; levenshtein=0.1739; semantic=0.3917; sequence_match=0.1667,False,0.3244,False,top-3 avg score 0.3244 < final_threshold 0.6
GIF,Collaboration Opportunity,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4583; levenshtein=0.0417; semantic=0.4380; sequence_match=0.0741,False,0.3235,False,top-3 avg score 0.3235 < final_threshold 0.6
PROcess,Community,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3360; levenshtein=0.0000; semantic=0.5080; sequence_match=0.1250,False,0.323,False,top-3 avg score 0.3230 < final_threshold 0.6
text editing,Collaborator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3914; levenshtein=0.0000; semantic=0.4903; sequence_match=0.0870,False,0.3229,False,top-3 avg score 0.3229 < final_threshold 0.6
Not Free,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2970; levenshtein=0.1053; semantic=0.5126; sequence_match=0.1538,False,0.3211,False,top-3 avg score 0.3211 < final_threshold 0.6
web service,Data Tool Usage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3923; levenshtein=0.0769; semantic=0.4835; sequence_match=0.0870,False,0.3209,False,top-3 avg score 0.3209 < final_threshold 0.6
Development status,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3725; levenshtein=0.0588; semantic=0.4947; sequence_match=0.0952,False,0.3208,False,top-3 avg score 0.3208 < final_threshold 0.6
software developer role,TXT Format,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4646; levenshtein=0.1429; semantic=0.3513; sequence_match=0.1333,False,0.3196,False,top-3 avg score 0.3196 < final_threshold 0.6
GIF,Tool Version Export,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4641; levenshtein=0.0588; semantic=0.3929; sequence_match=0.1000,False,0.319,False,top-3 avg score 0.3190 < final_threshold 0.6
data item,Help Resource,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4028; levenshtein=0.0000; semantic=0.4536; sequence_match=0.1000,False,0.3188,False,top-3 avg score 0.3188 < final_threshold 0.6
software developer role,Maintenance Status,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3919; levenshtein=0.0952; semantic=0.4028; sequence_match=0.1579,False,0.3175,False,top-3 avg score 0.3175 < final_threshold 0.6
data item,Open Source Development,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3909; levenshtein=0.0952; semantic=0.4190; sequence_match=0.1379,False,0.3159,False,top-3 avg score 0.3159 < final_threshold 0.6
web service,TXT Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4037; levenshtein=0.1000; semantic=0.4378; sequence_match=0.1053,False,0.3156,False,top-3 avg score 0.3156 < final_threshold 0.6
function,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1250; semantic=0.6500; sequence_match=0.1667,False,0.3139,False,top-3 avg score 0.3139 < final_threshold 0.6
Development status,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1176; semantic=0.5380; sequence_match=0.2857,False,0.3138,False,top-3 avg score 0.3138 < final_threshold 0.6
GIF,Proprietary Development,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4596; levenshtein=0.0455; semantic=0.4016; sequence_match=0.0800,False,0.3137,False,top-3 avg score 0.3137 < final_threshold 0.6
.csv,Valid Input Specification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4179; levenshtein=0.0435; semantic=0.4440; sequence_match=0.0769,False,0.3129,False,top-3 avg score 0.3129 < final_threshold 0.6
plain text file format,Web Service,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3749; levenshtein=0.1579; semantic=0.4017; sequence_match=0.1379,False,0.3115,False,top-3 avg score 0.3115 < final_threshold 0.6
data format specification,Community,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3728; levenshtein=0.1739; semantic=0.3797; sequence_match=0.0625,False,0.3088,False,top-3 avg score 0.3088 < final_threshold 0.6
XML,Pricing Model,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1667; semantic=0.4922; sequence_match=0.2667,False,0.3085,False,top-3 avg score 0.3085 < final_threshold 0.6
desktop graphical user interface,Free,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3563; levenshtein=0.1034; semantic=0.4441; sequence_match=0.1212,False,0.3072,False,top-3 avg score 0.3072 < final_threshold 0.6
licence,Collaborator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3175; levenshtein=0.0833; semantic=0.4953; sequence_match=0.1053,False,0.306,False,top-3 avg score 0.3060 < final_threshold 0.6
plain text file format,Tool,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3684; levenshtein=0.1053; semantic=0.4433; sequence_match=0.0870,False,0.3057,False,top-3 avg score 0.3057 < final_threshold 0.6
Free,Export Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3750; levenshtein=0.0625; semantic=0.4389; sequence_match=0.1000,False,0.3046,False,top-3 avg score 0.3046 < final_threshold 0.6
CEL binary format,Free,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3778; levenshtein=0.1333; semantic=0.3995; sequence_match=0.1053,False,0.3036,False,top-3 avg score 0.3036 < final_threshold 0.6
plain text file format,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3684; levenshtein=0.0526; semantic=0.4322; sequence_match=0.0870,False,0.2959,False,top-3 avg score 0.2959 < final_threshold 0.6
PROcess,CSV Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3360; levenshtein=0.1111; semantic=0.4264; sequence_match=0.1250,False,0.2958,False,top-3 avg score 0.2958 < final_threshold 0.6
plain text file format,Community,jaro_winkler+semantic+sequence_match,jaro_winkler=0.3860; levenshtein=0.0526; semantic=0.3542; sequence_match=0.1429,False,0.2943,False,top-3 avg score 0.2943 < final_threshold 0.6
PROcess,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1429; semantic=0.5503; sequence_match=0.1818,False,0.2917,False,top-3 avg score 0.2917 < final_threshold 0.6
XML,Data Format,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1000; semantic=0.6208; sequence_match=0.1538,False,0.2915,False,top-3 avg score 0.2915 < final_threshold 0.6
XML,CSV Format,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1111; semantic=0.5877; sequence_match=0.1667,False,0.2885,False,top-3 avg score 0.2885 < final_threshold 0.6
file rendering,Community,semantic+jaro_winkler+levenshtein,jaro_winkler=0.2920; levenshtein=0.1538; semantic=0.4179; sequence_match=0.0909,False,0.2879,False,top-3 avg score 0.2879 < final_threshold 0.6
GIF,Version,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1429; semantic=0.4915; sequence_match=0.2000,False,0.2781,False,top-3 avg score 0.2781 < final_threshold 0.6
Free,Valid Input Specification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4312; levenshtein=0.0435; semantic=0.3277; sequence_match=0.0741,False,0.2776,False,top-3 avg score 0.2776 < final_threshold 0.6
GIF,Community,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1111; semantic=0.5500; sequence_match=0.1667,False,0.2759,False,top-3 avg score 0.2759 < final_threshold 0.6
data item,Open Source License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2892; levenshtein=0.1176; semantic=0.3726; sequence_match=0.1600,False,0.2739,False,top-3 avg score 0.2739 < final_threshold 0.6
XML,Open Data Format,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0714; semantic=0.6299; sequence_match=0.1176,False,0.273,False,top-3 avg score 0.2730 < final_threshold 0.6
.csv,Maintenance Status,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1176; semantic=0.4787; sequence_match=0.2000,False,0.2655,False,top-3 avg score 0.2655 < final_threshold 0.6
.csv,Modification,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0833; semantic=0.5677; sequence_match=0.1333,False,0.2615,False,top-3 avg score 0.2615 < final_threshold 0.6
GIF,Free,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4968; sequence_match=0.2857,False,0.2608,False,top-3 avg score 0.2608 < final_threshold 0.6
licence,Tool,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5856; sequence_match=0.1818,False,0.2558,False,top-3 avg score 0.2558 < final_threshold 0.6
file rendering,Data,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0769; semantic=0.5463; sequence_match=0.1176,False,0.247,False,top-3 avg score 0.2470 < final_threshold 0.6
GIF,Web Service,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1000; semantic=0.4836; sequence_match=0.1538,False,0.2458,False,top-3 avg score 0.2458 < final_threshold 0.6
Maintained,Free,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1000; semantic=0.4920; sequence_match=0.1429,False,0.2449,False,top-3 avg score 0.2449 < final_threshold 0.6
.csv,Data Tool Usage,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0769; semantic=0.5318; sequence_match=0.1250,False,0.2446,False,top-3 avg score 0.2446 < final_threshold 0.6
XML,Proprietary Data Format,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0476; semantic=0.5927; sequence_match=0.0833,False,0.2412,False,top-3 avg score 0.2412 < final_threshold 0.6
.csv,Algorithm Usage,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0714; semantic=0.5322; sequence_match=0.1176,False,0.2404,False,top-3 avg score 0.2404 < final_threshold 0.6
GIF,Homepage,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5392; sequence_match=0.1818,False,0.2403,False,top-3 avg score 0.2403 < final_threshold 0.6
licence,Data Tool Usage,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0769; semantic=0.4426; sequence_match=0.2000,False,0.2399,False,top-3 avg score 0.2399 < final_threshold 0.6
function,Homepage,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5714; sequence_match=0.1250,False,0.2321,False,top-3 avg score 0.2321 < final_threshold 0.6
XML,Open Source Development,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0476; semantic=0.5636; sequence_match=0.0833,False,0.2315,False,top-3 avg score 0.2315 < final_threshold 0.6
XML,Proprietary Development,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0455; semantic=0.5666; sequence_match=0.0800,False,0.2307,False,top-3 avg score 0.2307 < final_threshold 0.6
.csv,Data,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6839; sequence_match=0.0000,False,0.228,False,top-3 avg score 0.2280 < final_threshold 0.6
Free,Collaborator,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0833; semantic=0.4709; sequence_match=0.1250,False,0.2264,False,top-3 avg score 0.2264 < final_threshold 0.6
Purchase cost,Tool,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0833; semantic=0.4650; sequence_match=0.1250,False,0.2244,False,top-3 avg score 0.2244 < final_threshold 0.6
XML,Web Service,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6660; sequence_match=0.0000,False,0.222,False,top-3 avg score 0.2220 < final_threshold 0.6
GIF,Tool Version,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0909; semantic=0.4256; sequence_match=0.1429,False,0.2198,False,top-3 avg score 0.2198 < final_threshold 0.6
XML,Open Source License,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0588; semantic=0.4951; sequence_match=0.1000,False,0.218,False,top-3 avg score 0.2180 < final_threshold 0.6
XML,Data,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6539; sequence_match=0.0000,False,0.218,False,top-3 avg score 0.2180 < final_threshold 0.6
.csv,Proprietary Development,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0455; semantic=0.5150; sequence_match=0.0800,False,0.2135,False,top-3 avg score 0.2135 < final_threshold 0.6
Free,Data Tool Usage,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0769; semantic=0.4446; sequence_match=0.1176,False,0.213,False,top-3 avg score 0.2130 < final_threshold 0.6
XML,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6362; sequence_match=0.0000,False,0.2121,False,top-3 avg score 0.2121 < final_threshold 0.6
.csv,Tool,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6297; sequence_match=0.0000,False,0.2099,False,top-3 avg score 0.2099 < final_threshold 0.6
.csv,Data Format,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6138; sequence_match=0.0000,False,0.2046,False,top-3 avg score 0.2046 < final_threshold 0.6
.csv,Open Data Format,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6124; sequence_match=0.0000,False,0.2041,False,top-3 avg score 0.2041 < final_threshold 0.6
GIF,Export Capability,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0625; semantic=0.4440; sequence_match=0.1053,False,0.2039,False,top-3 avg score 0.2039 < final_threshold 0.6
.csv,Proprietary Data Format,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6106; sequence_match=0.0000,False,0.2035,False,top-3 avg score 0.2035 < final_threshold 0.6
licence,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6025; sequence_match=0.0000,False,0.2008,False,top-3 avg score 0.2008 < final_threshold 0.6
.csv,Programming Language,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6009; sequence_match=0.0000,False,0.2003,False,top-3 avg score 0.2003 < final_threshold 0.6
.csv,Algorithm,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5920; sequence_match=0.0000,False,0.1973,False,top-3 avg score 0.1973 < final_threshold 0.6
.csv,TXT Format,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5889; sequence_match=0.0000,False,0.1963,False,top-3 avg score 0.1963 < final_threshold 0.6
XML,Feature,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5814; sequence_match=0.0000,False,0.1938,False,top-3 avg score 0.1938 < final_threshold 0.6
XML,Version,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5807; sequence_match=0.0000,False,0.1936,False,top-3 avg score 0.1936 < final_threshold 0.6
Free,Tool,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5802; sequence_match=0.0000,False,0.1934,False,top-3 avg score 0.1934 < final_threshold 0.6
